name,logP,logD,Vd,PPB,MW,theory_score,ile_prob,category,ad_flag,rank
Azelaic acid,1.886,-1.58,-3.655,54.71,188.2,0.0,3.0,Low,ok,2519
D-Serine,-1.609,-1.613,-1.032,15.925,105.1,0.0,2.9,Low,ok,2520
Carbamide peroxide,-0.959,-1.6,-0.881,-3.468,60.1,0.0,2.9,Low,domain-edge (prediction unreliable),2521
Avibactam,-1.525,-1.605,0.629,46.347,265.2,0.0,2.9,Low,ok,2522
Tazobactam,-1.523,-1.611,-1.225,52.027,300.3,0.0,2.9,Low,ok,2523
Enoxacin,0.663,-1.599,-2.479,48.339,320.3,0.0,2.9,Low,ok,2524
Monomethyl fumarate,-0.2,-1.616,-0.822,58.831,130.1,0.0,2.9,Low,ok,2525
Galactose,-3.379,-1.624,-0.097,7.307,180.2,0.0,2.8,Low,ok,2526
Zinc phenolsulfonate,0.59,-1.624,4.86,66.857,173.2,0.0,2.8,Low,ok,2527
Decitabine,-2.139,-1.643,-0.826,4.174,228.2,0.0,2.8,Low,ok,2528
Mannitol,-3.585,-1.63,1.219,2.079,182.2,0.0,2.8,Low,ok,2529
Gaxilose,-4.915,-1.636,1.338,2.219,312.3,0.0,2.8,Low,ok,2530
Lactose,-5.397,-1.632,1.075,-1.288,342.3,0.0,2.8,Low,ok,2531
Cefepime,-1.28,-1.631,3.565,45.916,480.6,0.0,2.8,Low,ok,2532
Enmetazobactam,-3.428,-1.667,0.208,34.483,314.3,0.0,2.7,Low,ok,2533
Thiosulfuric acid,-0.321,-1.663,3.097,39.446,114.1,0.0,2.7,Low,ok,2534
Mezlocillin,-0.234,-1.696,-2.96,66.553,539.6,0.0,2.6,Low,ok,2535
Sorbitol,-3.585,-1.678,0.817,0.836,182.2,0.0,2.6,Low,ok,2536
Deferoxamine,0.922,-1.689,-3.682,-3.762,560.7,0.0,2.6,Low,ok,2537
Sodium stibogluconate,-25.71,-1.691,6.857,81.84,676.8,0.0,2.6,Low,domain-edge (prediction unreliable),2538
"Sodium phosphate, monobasic",-4.557,-1.674,4.67,27.574,97.0,0.0,2.6,Low,domain-edge (prediction unreliable),2539
Propanoic acid,0.481,-1.683,-1.296,23.649,74.1,0.0,2.6,Low,domain-edge (prediction unreliable),2540
Monopotassium phosphate,-4.557,-1.708,4.55,25.337,97.0,0.0,2.5,Low,domain-edge (prediction unreliable),2541
Potassium perchlorate,-7.752,-1.731,6.187,32.644,99.4,0.0,2.5,Low,domain-edge (prediction unreliable),2542
Magnesium acetate tetrahydrate,-6.167,-1.706,2.516,47.546,59.0,0.0,2.5,Low,domain-edge (prediction unreliable),2543
Serine,-1.609,-1.716,-1.196,16.086,105.1,0.0,2.5,Low,ok,2544
Migalastat,-2.967,-1.727,-0.995,-4.891,163.2,0.0,2.5,Low,ok,2545
Gadobenic acid,-5.103,-1.702,-2.544,85.148,510.5,0.0,2.5,Low,ok,2546
Alanine,-0.582,-1.76,-2.083,11.905,89.1,0.0,2.4,Low,domain-edge (prediction unreliable),2547
Azacitidine,-3.168,-1.744,-1.219,3.084,244.2,0.0,2.4,Low,ok,2548
Olsalazine,2.91,-1.759,0.513,86.409,302.2,0.0,2.4,Low,ok,2549
Iopromide,-0.407,-1.733,2.629,44.907,791.1,0.0,2.4,Low,domain-edge (prediction unreliable),2550
N-acetyltyrosine,0.524,-1.734,-1.438,49.429,223.2,0.0,2.4,Low,ok,2551
Sodium bisulfite,-3.658,-1.744,5.272,23.278,81.1,0.0,2.4,Low,domain-edge (prediction unreliable),2552
Acamprosate,-0.6,-1.754,-2.152,18.504,181.2,0.0,2.4,Low,ok,2553
Pralidoxime,0.319,-1.754,1.852,7.798,137.2,0.0,2.4,Low,ok,2554
Magnesium malate,-4.144,-1.75,0.759,56.421,132.1,0.0,2.4,Low,ok,2555
Lymecycline,-0.454,-1.747,0.41,38.869,602.6,0.0,2.4,Low,domain-edge (prediction unreliable),2556
Metamizole,0.766,-1.776,0.102,49.518,311.4,0.0,2.3,Low,ok,2557
Formic acid,-0.299,-1.776,-0.692,21.484,46.0,0.0,2.3,Low,domain-edge (prediction unreliable),2558
Niacin,0.78,-1.779,-0.702,41.16,123.1,0.0,2.3,Low,ok,2559
Asparagine,-1.726,-1.771,-2.703,13.958,132.1,0.0,2.3,Low,ok,2560
Sulbactam,-0.795,-1.792,-2.081,47.458,233.2,0.0,2.3,Low,ok,2561
Trolamine salicylate,-0.644,-1.767,7.185,27.621,138.1,0.0,2.3,Low,ok,2562
Iobitridol,-1.11,-1.773,4.023,41.088,835.2,0.0,2.3,Low,domain-edge (prediction unreliable),2563
Dabigatran,2.986,-1.819,2.647,51.169,471.5,0.0,2.2,Low,ok,2564
Alendronic acid,-1.273,-1.812,2.518,24.184,249.1,0.0,2.2,Low,ok,2565
Sodium aurothiomalate,-8.552,-1.803,7.193,51.275,344.1,0.0,2.2,Low,ok,2566
Citicoline,-2.23,-1.796,3.861,0.675,488.3,0.0,2.2,Low,ok,2567
Lactitol,-5.761,-1.856,2.036,-4.407,344.3,0.0,2.1,Low,ok,2568
Inositol,-3.835,-1.834,-0.928,3.621,180.2,0.0,2.1,Low,ok,2569
Medronic acid,-0.701,-1.852,1.425,32.13,176.0,0.0,2.1,Low,ok,2570
Proline,-0.177,-1.859,-2.825,17.227,115.1,0.0,2.1,Low,ok,2571
Gallium nitrate,-1.098,-1.84,1.953,38.634,62.0,0.0,2.1,Low,domain-edge (prediction unreliable),2572
Edrophonium,1.979,-1.833,5.309,-14.049,166.2,0.0,2.1,Low,ok,2573
Iodamide,2.793,-1.892,0.931,75.288,627.9,0.0,2.0,Low,domain-edge (prediction unreliable),2574
L-Glutamine,-1.336,-1.864,-4.248,8.931,146.1,0.0,2.0,Low,ok,2575
Afamelanotide,-4.1,-1.877,-2.327,37.074,1646.9,0.0,2.0,Low,domain-edge (prediction unreliable),2576
Meropenem,-0.308,-1.874,-2.227,35.515,383.5,0.0,2.0,Low,ok,2577
Ioxilan,-0.988,-1.909,0.214,43.418,791.1,0.0,1.9,Low,domain-edge (prediction unreliable),2578
"Sodium phosphate, dibasic",-8.185,-1.921,6.426,25.565,96.0,0.0,1.9,Low,domain-edge (prediction unreliable),2579
Magnesium glycinate,-4.991,-1.911,-1.871,39.018,74.1,0.0,1.9,Low,domain-edge (prediction unreliable),2580
Potassium nitrate,-3.235,-1.902,4.256,4.134,62.0,0.0,1.9,Low,domain-edge (prediction unreliable),2581
Gallium citrate Ga-67,-5.633,-1.926,0.991,63.891,189.1,0.0,1.9,Low,ok,2582
Sodium metavanadate,-4.425,-1.9,4.626,33.841,98.9,0.0,1.9,Low,domain-edge (prediction unreliable),2583
Sodium aurotiosulfate,-12.653,-1.914,6.505,52.435,112.1,0.0,1.9,Low,ok,2584
Sodium phosphate P 32,-8.185,-1.919,6.423,25.604,97.0,0.0,1.9,Low,domain-edge (prediction unreliable),2585
Metformin,-1.034,-1.906,-1.496,-3.578,129.2,0.0,1.9,Low,ok,2586
Pyruvic acid,-0.34,-1.945,-0.518,31.25,88.1,0.0,1.8,Low,domain-edge (prediction unreliable),2587
Magnesium acetate,-2.868,-1.944,1.355,38.913,59.0,0.0,1.8,Low,domain-edge (prediction unreliable),2588
Ceftriaxone,-1.611,-1.946,-1.973,73.984,554.6,0.0,1.8,Low,ok,2589
Homatropine methylbromide,-0.963,-1.946,1.981,4.009,290.4,0.0,1.8,Low,ok,2590
Dichromate,-2.927,-1.95,2.358,48.105,216.0,0.0,1.8,Low,ok,2591
Ethylenediamine,-1.096,-1.947,-1.507,-11.573,60.1,0.0,1.8,Low,domain-edge (prediction unreliable),2592
Tipiracil,0.29,-1.959,-2.075,25.377,242.7,0.0,1.8,Low,ok,2593
Nedocromil,2.477,-1.976,-0.988,90.363,371.3,0.0,1.8,Low,ok,2594
Chromic nitrate,-0.72,-1.961,1.72,36.387,62.0,0.0,1.8,Low,domain-edge (prediction unreliable),2595
Ceftobiprole medocaril,-0.538,-1.965,-3.921,77.36,690.7,0.0,1.8,Low,domain-edge (prediction unreliable),2596
Dipotassium phosphate,-8.185,-1.983,6.2,21.37,96.0,0.0,1.7,Low,domain-edge (prediction unreliable),2597
Iohexol,-1.627,-2.004,0.108,42.33,821.1,0.0,1.7,Low,domain-edge (prediction unreliable),2598
Bleomycin,-7.704,-2.015,8.963,15.125,1415.6,0.0,1.7,Low,domain-edge (prediction unreliable),2599
Gadoteric acid,-6.458,-1.999,-3.927,62.077,401.4,0.0,1.7,Low,ok,2600
Tannic acid,4.838,-2.006,-7.307,121.875,1701.2,0.0,1.7,Low,domain-edge (prediction unreliable),2601
Acetylcysteine,-0.494,-2.033,-2.069,31.946,163.2,0.0,1.6,Low,ok,2602
gamma-Hydroxybutyric acid,-0.156,-2.037,-0.926,15.998,104.1,0.0,1.6,Low,ok,2603
Tranexamic acid,0.836,-2.027,-2.97,14.752,157.2,0.0,1.6,Low,ok,2604
Vigabatrin,0.364,-2.026,-3.511,7.388,129.2,0.0,1.6,Low,ok,2605
Dexchlorpheniramine maleate,3.53,-2.052,2.832,69.908,274.8,0.0,1.6,Low,ok,2606
Histidine,-0.636,-2.028,-1.395,13.437,155.2,0.0,1.6,Low,ok,2607
Sodium oxybate,-4.487,-2.066,3.66,9.715,103.1,0.0,1.6,Low,ok,2608
Sodium borate,-10.235,-2.061,7.331,69.559,155.2,0.0,1.6,Low,ok,2609
Pantothenic acid,-1.043,-2.031,-1.025,20.409,219.2,0.0,1.6,Low,ok,2610
Calcium acetate,-2.868,-2.066,1.731,34.787,59.0,0.0,1.6,Low,domain-edge (prediction unreliable),2611
Bethanechol,0.176,-2.042,-0.444,-25.326,161.2,0.0,1.6,Low,ok,2612
Iopamidol,-1.014,-2.024,5.41,43.387,777.1,0.0,1.6,Low,domain-edge (prediction unreliable),2613
Methacholine,0.644,-2.053,-0.669,-24.456,160.2,0.0,1.6,Low,ok,2614
Acetic acid,0.091,-2.063,-0.623,20.56,60.1,0.0,1.6,Low,domain-edge (prediction unreliable),2615
Betiatide,-1.007,-2.098,-1.533,54.543,367.4,0.0,1.5,Low,ok,2616
Ferrous bisglycinate,-4.612,-2.107,-2.183,34.87,74.1,0.0,1.5,Low,domain-edge (prediction unreliable),2617
Erdosteine,-0.047,-2.068,-0.275,43.523,249.3,0.0,1.5,Low,ok,2618
Iomeprol,-1.378,-2.084,0.756,42.018,777.1,0.0,1.5,Low,domain-edge (prediction unreliable),2619
Viomycin,-8.673,-2.068,-4.514,-2.037,685.7,0.0,1.5,Low,domain-edge (prediction unreliable),2620
Ioversol,-2.016,-2.077,1.003,40.013,807.1,0.0,1.5,Low,domain-edge (prediction unreliable),2621
Tiludronic acid,2.071,-2.07,2.12,75.658,318.6,0.0,1.5,Low,ok,2622
Hydroxyproline,-1.206,-2.078,-2.37,12.107,131.1,0.0,1.5,Low,ok,2623
Iodipamide,6.848,-2.152,1.277,92.179,1139.8,0.0,1.4,Low,domain-edge (prediction unreliable),2624
Gadoxetic acid,-4.679,-2.158,-3.508,85.368,524.5,0.0,1.4,Low,ok,2625
Plecanatide,-8.148,-2.163,-12.591,67.702,1681.9,0.0,1.4,Low,domain-edge (prediction unreliable),2626
Hydroxyethyl cellulose,-2.156,-2.154,10.85,-30.875,806.9,0.0,1.4,Low,domain-edge (prediction unreliable),2627
Balsalazide,2.71,-2.15,0.504,76.119,357.3,0.0,1.4,Low,ok,2628
Oxidronic acid,-1.382,-2.161,0.357,33.072,192.0,0.0,1.4,Low,ok,2629
Sodium acetate,-4.24,-2.2,4.547,6.665,59.0,0.0,1.3,Low,domain-edge (prediction unreliable),2630
Biguanide,-1.637,-2.207,-2.109,-9.689,101.1,0.0,1.3,Low,ok,2631
Peramivir,-0.139,-2.176,-1.315,5.392,328.4,0.0,1.3,Low,ok,2632
Aminophylline,-3.176,-2.22,3.009,10.561,180.2,0.0,1.3,Low,ok,2633
Clavulanic acid,-1.096,-2.18,-0.92,35.745,199.2,0.0,1.3,Low,ok,2634
Lisinopril,1.235,-2.219,-1.532,50.377,405.5,0.0,1.3,Low,ok,2635
Relebactam,-1.142,-2.175,1.411,30.017,348.4,0.0,1.3,Low,ok,2636
Carbenicillin,0.486,-2.21,-1.327,59.956,378.4,0.0,1.3,Low,ok,2637
Pralatrexate,0.982,-2.197,-2.001,68.754,477.5,0.0,1.3,Low,ok,2638
Aztreonam,-2.224,-2.199,1.314,58.658,435.4,0.0,1.3,Low,ok,2639
Ertapenem,0.941,-2.199,-0.864,72.853,475.5,0.0,1.3,Low,ok,2640
Clodronic acid,0.431,-2.179,2.711,41.832,244.9,0.0,1.3,Low,ok,2641
L-Lactic acid,-0.548,-2.201,1.362,23.28,90.1,0.0,1.3,Low,domain-edge (prediction unreliable),2642
Acarbose,-8.722,-2.219,-1.504,-9.08,645.6,0.0,1.3,Low,domain-edge (prediction unreliable),2643
Ammonium lactate,-1.507,-2.261,3.613,14.081,89.1,0.0,1.2,Low,domain-edge (prediction unreliable),2644
Meglumine,-3.358,-2.234,0.655,-10.956,195.2,0.0,1.2,Low,ok,2645
Carbamoylcholine,-0.212,-2.256,-1.025,-27.007,147.2,0.0,1.2,Low,ok,2646
Ornithine,-0.863,-2.229,-2.583,-1.304,132.2,0.0,1.2,Low,ok,2647
Imipenem,-0.386,-2.225,-1.976,32.981,299.4,0.0,1.2,Low,ok,2648
Metrizoic acid,3.14,-2.234,-0.232,71.829,627.9,0.0,1.2,Low,domain-edge (prediction unreliable),2649
Ascorbic acid,-1.407,-2.235,2.007,23.39,176.1,0.0,1.2,Low,ok,2650
Iotroxic acid,5.338,-2.24,5.51,89.165,1215.8,0.0,1.2,Low,domain-edge (prediction unreliable),2651
Lactic acid,-0.548,-2.277,1.581,24.248,90.1,0.0,1.2,Low,domain-edge (prediction unreliable),2652
Potassium acetate,-4.24,-2.241,4.349,3.198,59.0,0.0,1.2,Low,domain-edge (prediction unreliable),2653
Foscarnet,-0.158,-2.275,2.044,32.581,126.0,0.0,1.2,Low,ok,2654
Zinc acetate,-2.49,-2.272,2.31,30.896,59.0,0.0,1.2,Low,domain-edge (prediction unreliable),2655
Acetylcholine,0.256,-2.248,-1.403,-24.466,146.2,0.0,1.2,Low,ok,2656
Lithium carbonate,-8.439,-2.245,5.851,44.059,60.0,0.0,1.2,Low,domain-edge (prediction unreliable),2657
Pentetreotide,-3.404,-2.316,-6.313,66.264,1394.6,0.0,1.1,Low,domain-edge (prediction unreliable),2658
Ticarcillin,0.548,-2.289,-0.05,58.882,384.4,0.0,1.1,Low,ok,2659
Sennosides,-1.096,-2.306,0.053,83.62,862.7,0.0,1.1,Low,domain-edge (prediction unreliable),2660
Sodium chromate Cr-51,-8.61,-2.306,7.549,28.58,114.9,0.0,1.1,Low,ok,2661
Ceftobiprole,-1.442,-2.342,-0.279,58.54,534.6,0.0,1.1,Low,ok,2662
Calcium lactate,-4.147,-2.347,2.184,44.192,89.1,0.0,1.1,Low,domain-edge (prediction unreliable),2663
gamma-Aminobutyric acid,-0.19,-2.313,-2.41,3.801,103.1,0.0,1.1,Low,ok,2664
Pidolic acid,-0.65,-2.287,-1.549,25.136,129.1,0.0,1.1,Low,ok,2665
Potassium lactate,-4.879,-2.32,4.962,14.07,89.1,0.0,1.1,Low,domain-edge (prediction unreliable),2666
Ferrous cysteine glycinate,-4.034,-2.336,-3.351,39.49,121.2,0.0,1.1,Low,ok,2667
Lysine,-0.473,-2.413,-2.254,-6.902,146.2,0.0,1.0,Low,ok,2668
Iobenguane sulfate I-123,1.896,-2.351,10.709,50.879,271.1,0.0,1.0,Low,ok,2669
Glycine,-0.97,-2.396,-1.752,13.342,75.1,0.0,1.0,Low,domain-edge (prediction unreliable),2670
Guanidine,-1.161,-2.406,-1.19,-23.565,59.1,0.0,1.0,Low,domain-edge (prediction unreliable),2671
Piperazine,-0.821,-2.402,-1.648,-23.12,86.1,0.0,1.0,Low,domain-edge (prediction unreliable),2672
Aluminum acetate,-4.112,-2.392,1.254,50.303,59.0,0.0,1.0,Low,domain-edge (prediction unreliable),2673
Ceftazidime,-1.299,-2.375,3.772,65.685,546.6,0.0,1.0,Low,ok,2674
Pemetrexed,0.666,-2.403,-0.113,73.848,427.4,0.0,1.0,Low,ok,2675
Diatrizoate,3.115,-2.375,0.755,72.952,613.9,0.0,1.0,Low,domain-edge (prediction unreliable),2676
Daptomycin,-5.622,-2.383,-10.929,62.593,1620.7,0.0,1.0,Low,domain-edge (prediction unreliable),2677
Aminohippuric acid,0.083,-2.361,0.809,48.329,194.2,0.0,1.0,Low,ok,2678
Acipimox,-0.278,-2.402,0.338,34.847,154.1,0.0,1.0,Low,ok,2679
Ferrous ascorbate,-5.213,-2.463,1.435,44.525,176.1,0.0,0.9,Low,ok,2680
Sodium ascorbate,-5.601,-2.447,5.576,16.714,175.1,0.0,0.9,Low,ok,2681
Glycolic acid,-0.937,-2.433,1.508,23.308,76.1,0.0,0.9,Low,domain-edge (prediction unreliable),2682
Temocillin,0.522,-2.481,-0.262,61.265,414.5,0.0,0.9,Low,ok,2683
Latamoxef,-1.128,-2.428,1.142,75.705,520.5,0.0,0.9,Low,ok,2684
Raltitrexed,1.977,-2.435,-1.189,71.472,458.5,0.0,0.9,Low,ok,2685
Chloral betaine,-0.89,-2.488,2.39,17.705,117.1,0.0,0.9,Low,ok,2686
L-threonic acid,-2.215,-2.463,2.149,18.148,136.1,0.0,0.9,Low,ok,2687
Choline magnesium trisalicylate,-1.429,-2.439,5.456,60.446,137.1,0.0,0.9,Low,ok,2688
Aminocaproic acid,0.59,-2.456,-3.2,4.868,131.2,0.0,0.9,Low,ok,2689
Ceruletide,-4.515,-2.464,-6.206,68.576,1352.4,0.0,0.9,Low,domain-edge (prediction unreliable),2690
Tiopronin,-0.495,-2.431,-0.588,32.128,163.2,0.0,0.9,Low,ok,2691
Imetelstat,8.62,-2.512,9.981,14.041,4610.3,0.0,0.8,Low,domain-edge (prediction unreliable),2692
Potassium alum,-6.053,-2.586,2.259,53.18,96.1,0.0,0.8,Low,domain-edge (prediction unreliable),2693
Iothalamic acid,2.517,-2.512,-1.337,65.612,613.9,0.0,0.8,Low,domain-edge (prediction unreliable),2694
Glutamic acid,-0.737,-2.536,-2.615,17.843,147.1,0.0,0.8,Low,ok,2695
Cefiderocol,-0.182,-2.555,3.55,66.218,752.2,0.0,0.8,Low,domain-edge (prediction unreliable),2696
Selenic acid,-1.732,-2.594,2.117,43.1,145.0,0.0,0.8,Low,ok,2697
Sulfuric acid,-0.653,-2.64,2.894,40.218,98.1,0.0,0.7,Low,domain-edge (prediction unreliable),2698
Betaine,-1.557,-2.679,-2.466,4.996,117.1,0.0,0.7,Low,ok,2699
Carbocisteine,-0.784,-2.601,-1.887,39.376,179.2,0.0,0.7,Low,ok,2700
Magnesium ascorbate,-5.591,-2.603,2.375,41.989,175.1,0.0,0.7,Low,ok,2701
Cefixime,-0.545,-2.695,-1.438,74.761,453.5,0.0,0.7,Low,ok,2702
Chromium nicotinate,-1.667,-2.611,0.99,69.366,122.1,0.0,0.7,Low,ok,2703
Tilarginine,-1.078,-2.693,-0.504,-14.837,188.2,0.0,0.7,Low,ok,2704
Cefonicid,-0.917,-2.624,0.902,74.676,542.6,0.0,0.7,Low,ok,2705
Acetylcarnitine,-1.236,-2.626,-2.309,-8.696,203.2,0.0,0.7,Low,ok,2706
Aminolevulinic acid,-0.621,-2.623,-2.952,7.996,131.1,0.0,0.7,Low,ok,2707
Niacinamide ascorbate,-1.227,-2.634,2.134,21.903,176.1,0.0,0.7,Low,ok,2708
Succimer,-0.248,-2.686,1.541,43.939,182.2,0.0,0.7,Low,ok,2709
Aluminum sulfate,-4.776,-2.634,-4.328,77.965,96.1,0.0,0.7,Low,domain-edge (prediction unreliable),2710
Netilmicin,-3.201,-2.786,0.57,-29.406,475.6,0.0,0.6,Low,ok,2711
Potassium sulfate,-7.33,-2.769,7.402,17.31,96.1,0.0,0.6,Low,domain-edge (prediction unreliable),2712
Potassium gluconate,-7.824,-2.796,5.162,6.756,195.1,0.0,0.6,Low,ok,2713
Levomefolic acid,-0.258,-2.744,0.722,60.289,459.5,0.0,0.6,Low,ok,2714
Choline salicylate,-0.559,-2.815,3.28,-3.491,137.1,0.0,0.6,Low,ok,2715
Calcium saccharate,-6.451,-2.716,1.613,40.021,208.1,0.0,0.6,Low,ok,2716
Gluconic Acid,-3.493,-2.745,1.756,13.144,196.2,0.0,0.6,Low,ok,2717
Strontium ranelate,-6.18,-2.717,-1.915,99.338,338.3,0.0,0.6,Low,ok,2718
Sodium sulfate,-7.33,-2.711,7.659,21.383,96.1,0.0,0.6,Low,domain-edge (prediction unreliable),2719
Ioxitalamic acid,1.879,-2.712,-0.021,61.073,643.9,0.0,0.6,Low,domain-edge (prediction unreliable),2720
Aspartic acid,-1.127,-2.719,-1.686,19.05,133.1,0.0,0.6,Low,ok,2721
Arginine,-1.338,-2.712,-1.555,-18.052,174.2,0.0,0.6,Low,ok,2722
Ceftibuten,-0.048,-2.795,-0.636,65.97,410.4,0.0,0.6,Low,ok,2723
Ribostamycin,-6.652,-2.706,1.075,-22.002,454.5,0.0,0.6,Low,ok,2724
Methotrexate,0.268,-2.776,0.3,56.187,454.4,0.0,0.6,Low,ok,2725
Calcium threonate,-7.48,-2.749,2.417,31.626,135.1,0.0,0.6,Low,ok,2726
Calcium ascorbate,-5.591,-2.706,2.734,38.753,175.1,0.0,0.6,Low,ok,2727
Aminopterin,0.244,-2.8,2.579,59.19,440.4,0.0,0.6,Low,ok,2728
Choline C-11,-0.315,-2.734,2.361,-38.031,103.2,0.0,0.6,Low,ok,2729
Gadobutrol,-7.912,-2.702,-2.912,50.187,604.7,0.0,0.6,Low,domain-edge (prediction unreliable),2730
Zilucoplan,3.932,-2.743,11.7,36.543,3562.2,0.0,0.6,Low,domain-edge (prediction unreliable),2731
Choline,-0.315,-2.734,2.361,-38.024,104.2,0.0,0.6,Low,ok,2732
Calcium glubionate anhydrous,-9.697,-2.941,1.189,2.799,592.5,0.0,0.5,Low,ok,2733
Sodium carbonate,-8.439,-2.858,8.2,31.934,60.0,0.0,0.5,Low,domain-edge (prediction unreliable),2734
Indium In-111 pentetate,-7.07,-2.948,-1.003,66.997,390.3,0.0,0.5,Low,ok,2735
Indigotindisulfonic acid,1.308,-2.95,3.27,83.7,422.4,0.0,0.5,Low,ok,2736
Lodoxamide,0.258,-2.94,2.983,70.74,311.6,0.0,0.5,Low,ok,2737
Potassium carbonate,-8.439,-2.931,7.727,27.302,60.0,0.0,0.5,Low,domain-edge (prediction unreliable),2738
Micronomicin,-3.716,-2.888,0.618,-30.546,463.6,0.0,0.5,Low,ok,2739
Paromomycin,-8.862,-2.957,0.488,-29.599,615.6,0.0,0.5,Low,domain-edge (prediction unreliable),2740
Creatine,-1.104,-2.826,-0.624,-2.215,131.1,0.0,0.5,Low,ok,2741
Lanthanum carbonate,-7.341,-2.846,-4.174,107.403,60.0,0.0,0.5,Low,domain-edge (prediction unreliable),2742
Ammonium carbonate,-1.695,-2.829,5.331,27.192,60.0,0.0,0.5,Low,domain-edge (prediction unreliable),2743
Choline C 11,-3.311,-2.876,4.739,-38.923,103.2,0.0,0.5,Low,ok,2744
Histrelin,-0.605,-2.829,3.256,37.986,1323.5,0.0,0.5,Low,domain-edge (prediction unreliable),2745
Zinc ascorbate,-5.213,-2.913,3.271,35.139,175.1,0.0,0.5,Low,ok,2746
Gadopentetic acid,-6.689,-2.982,-1.38,66.031,390.3,0.0,0.4,Low,ok,2747
Triethylenetetramine,-1.917,-3.02,-2.607,-35.886,146.2,0.0,0.4,Low,ok,2748
Lithium citrate,-14.241,-3.141,6.843,34.999,189.1,0.0,0.4,Low,ok,2749
Dimercaptosuccinic acid,-0.248,-3.097,1.876,42.317,182.2,0.0,0.4,Low,ok,2750
Copper gluconate,-9.658,-3.124,0.434,26.39,195.1,0.0,0.4,Low,ok,2751
"Zoledronate D,L-Lysine Monohydrate",-2.413,-3.093,3.166,14.966,272.1,0.0,0.4,Low,ok,2752
Dibekacin,-5.267,-3.072,0.468,-33.026,451.5,0.0,0.4,Low,ok,2753
Dotatate,-3.375,-3.004,-7.978,57.65,1435.6,0.0,0.4,Low,domain-edge (prediction unreliable),2754
Cromoglicic acid,2.114,-3.122,-2.295,91.754,468.4,0.0,0.4,Low,ok,2755
Levocarnitine,-1.806,-3.14,-0.322,-18.813,161.2,0.0,0.4,Low,ok,2756
Folic acid,-0.045,-3.089,1.216,63.403,441.4,0.0,0.4,Low,ok,2757
Kanamycin,-7.291,-3.065,0.257,-27.552,484.5,0.0,0.4,Low,ok,2758
Cefotetan,-1.397,-3.044,-0.693,84.864,575.6,0.0,0.4,Low,ok,2759
Tobramycin,-6.296,-3.048,0.922,-31.151,467.5,0.0,0.4,Low,ok,2760
Ferric sulfate,-8.142,-3.372,-1.912,64.446,96.1,0.0,0.3,Low,domain-edge (prediction unreliable),2761
Plazomicin,-5.361,-3.191,-0.576,-34.895,592.7,0.0,0.3,Low,ok,2762
Framycetin,-8.895,-3.215,0.336,-34.2,614.7,0.0,0.3,Low,domain-edge (prediction unreliable),2763
Iodixanol,-1.587,-3.274,-1.593,49.562,1550.2,0.0,0.3,Low,domain-edge (prediction unreliable),2764
Amikacin,-8.424,-3.369,0.368,-33.26,585.6,0.0,0.3,Low,ok,2765
Ceftolozane,-3.903,-3.153,1.165,53.794,666.7,0.0,0.3,Low,domain-edge (prediction unreliable),2766
Succinic acid,-0.064,-3.226,-0.348,27.961,118.1,0.0,0.3,Low,ok,2767
Edetate calcium disodium anhydrous,-13.783,-3.152,6.849,40.398,288.2,0.0,0.3,Low,ok,2768
Sucralfate,-22.231,-3.326,-10.828,101.021,1462.7,0.0,0.3,Low,domain-edge (prediction unreliable),2769
Potassium bicarbonate,-4.108,-3.263,5.262,32.135,61.0,0.0,0.3,Low,domain-edge (prediction unreliable),2770
Sodium bicarbonate,-4.108,-3.232,5.466,34.227,61.0,0.0,0.3,Low,domain-edge (prediction unreliable),2771
Carglumic acid,-1.027,-3.307,-1.586,25.975,190.2,0.0,0.3,Low,ok,2772
Magnesium gluconate,-11.686,-3.294,1.404,23.992,195.1,0.0,0.3,Low,ok,2773
Oteracil,-1.844,-3.225,-1.942,43.711,157.1,0.0,0.3,Low,ok,2774
Oxtriphylline,-1.726,-3.247,3.615,-37.85,179.2,0.0,0.3,Low,ok,2775
Levoleucovorin,-0.731,-3.252,0.819,55.829,473.4,0.0,0.3,Low,ok,2776
Glutathione,-2.206,-3.203,-1.833,27.56,307.3,0.0,0.3,Low,ok,2777
Zanamivir,-3.785,-3.195,-0.656,-1.033,332.3,0.0,0.3,Low,ok,2778
Leucovorin,-0.731,-3.201,1.547,53.821,473.4,0.0,0.3,Low,ok,2779
Decamethonium,3.52,-3.302,10.048,-56.645,258.5,0.0,0.3,Low,ok,2780
Calcium gluconate,-10.036,-3.508,1.272,17.249,195.1,0.0,0.2,Low,ok,2781
Magnesium citrate,-11.648,-3.429,-0.115,79.831,189.1,0.0,0.2,Low,ok,2782
Manganese citrate,-10.513,-3.53,-1.972,81.211,189.1,0.0,0.2,Low,ok,2783
Manganese gluconate,-9.658,-3.446,0.541,19.643,195.1,0.0,0.2,Low,ok,2784
Prussian blue,0.285,-3.496,-25.447,116.446,212.0,0.0,0.2,Low,ok,2785
Zinc gluconate,-9.658,-3.712,1.65,13.809,195.1,0.0,0.2,Low,ok,2786
Light green SF yellowish,-0.965,-3.756,9.13,48.903,746.9,0.0,0.2,Low,domain-edge (prediction unreliable),2787
Ferrous gluconate,-9.658,-3.589,1.036,16.107,195.1,0.0,0.2,Low,ok,2788
Ceforanide,-0.71,-3.523,0.001,62.94,519.6,0.0,0.2,Low,ok,2789
